#
# Results on Thu, 26 Oct 2023 14:56:48 GMT
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36
# Design number was non-random = 5
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,1,0,consent,NULL,PennController,0,_Trial_,Start,1698332066535,NULL
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,1,0,consent,NULL,PennController,0,_Trial_,End,1698332070471,NULL
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,2,0,instructions,NULL,PennController,1,_Trial_,Start,1698332070474,NULL
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,2,0,instructions,NULL,PennController,1,_Trial_,End,1698332072721,NULL
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,3,0,practice-trial-1,NULL,PennController,2,_Trial_,Start,1698332072723,NULL
# 13. Reading time.
# 14. Newline?.
# 15. Sentence (or sentence MD5).
# 16. Comments.
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,3,0,practice-trial-1,NULL,Controller-DashedSentence,DashedSentence,1,This,1698332098270,754,false,This is a practice trial to help you understand the task.,Any addtional parameters were appended as additional columns
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,3,0,practice-trial-1,NULL,Controller-DashedSentence,DashedSentence,2,is,1698332098270,521,false,This is a practice trial to help you understand the task.,Any addtional parameters were appended as additional columns
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,3,0,practice-trial-1,NULL,Controller-DashedSentence,DashedSentence,3,a,1698332098270,378,false,This is a practice trial to help you understand the task.,Any addtional parameters were appended as additional columns
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,3,0,practice-trial-1,NULL,Controller-DashedSentence,DashedSentence,4,practice,1698332098270,337,false,This is a practice trial to help you understand the task.,Any addtional parameters were appended as additional columns
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,3,0,practice-trial-1,NULL,Controller-DashedSentence,DashedSentence,5,trial,1698332098270,320,false,This is a practice trial to help you understand the task.,Any addtional parameters were appended as additional columns
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,3,0,practice-trial-1,NULL,Controller-DashedSentence,DashedSentence,6,to,1698332098270,264,false,This is a practice trial to help you understand the task.,Any addtional parameters were appended as additional columns
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,3,0,practice-trial-1,NULL,Controller-DashedSentence,DashedSentence,7,help,1698332098270,345,false,This is a practice trial to help you understand the task.,Any addtional parameters were appended as additional columns
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,3,0,practice-trial-1,NULL,Controller-DashedSentence,DashedSentence,8,you,1698332098270,224,false,This is a practice trial to help you understand the task.,Any addtional parameters were appended as additional columns
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,3,0,practice-trial-1,NULL,Controller-DashedSentence,DashedSentence,9,understand,1698332098270,225,false,This is a practice trial to help you understand the task.,Any addtional parameters were appended as additional columns
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,3,0,practice-trial-1,NULL,Controller-DashedSentence,DashedSentence,10,the,1698332098270,289,false,This is a practice trial to help you understand the task.,Any addtional parameters were appended as additional columns
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,3,0,practice-trial-1,NULL,Controller-DashedSentence,DashedSentence,11,task.,1698332098270,240,false,This is a practice trial to help you understand the task.,Any addtional parameters were appended as additional columns
# 13. Comments.
1698332208,c63ccbd28db88d171d1d7eefabbc83d9,PennController,3,0,practice-trial-1,NULL,Scale,exeval,Choice,3,1698332100409,NULL
